source,topic,question,answer,type,cert,options
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"A new client has indicated that they are exercising due to advice from their physician, but they are generally amotivated. What would be the best choice for the personal trainer in their initial meeting?",Inquire further about what their motives are for participating.,Quiz,NASM CPT,Inquire further about what their motives are for participating.|Establish short- and long-term goals.|Create a plan for overcoming barriers.|Start establishing an emotional support system.
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"At the beginning of an exercise session, a client has shared that they are in a bad mood and would rather skip the session. Which of the following observations should the fitness professional share with the client?","Exercise is known to improve mood, even with bouts as short as 10 minutes, so exercise is a good remedy.",Quiz,NASM CPT,"Exercise is known to improve mood, even with bouts as short as 10 minutes, so exercise is a good remedy.|Exercise is known to exacerbate a bad mood; therefore, stopping the session is a good idea.|Exercise can only affect mood when done for at least 60 minutes, so it would be best to stay longer than normal.|Exercise cannot improve mood, so it would be best to reschedule the session for another day."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"If a Certified Personal Trainer helps a client improve their technique by using guided practice to enhance confidence, what determinant of behavior are they targeting?",Self-efficacy,Quiz,NASM CPT,Self-efficacy|Intention|Self-regulation|Outcome expectations
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"If a Certified Personal Trainer helps a client make an action plan to enhance their confidence that they can exercise on their own, what determinant of behavior are they targeting?",Self-efficacy,Quiz,NASM CPT,Self-efficacy|Intention|Attitudes|Outcome expectations
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"If a client is using social media to find inspiration, information, or support for their fitness endeavors, it would be an example of which social construct?",Social influence,Quiz,NASM CPT,Social influence|Social pressure|Social connections|Social ambivalence
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"If a new client indicates that they are frustrated with their lack of expected results, which barrier are they likely experiencing?",Unrealistic goals,Quiz,NASM CPT,Unrealistic goals|Social physique anxiety|Lack of social support|Ambivalence
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"In a group exercise setting within a fitness facility, which person should greet all members, make everyone feel welcome, and ensure that participants have the right equipment and attire to participate safely?",Exercise leader,Quiz,NASM CPT,Exercise leader|Fitness manager|General manager|Certified Personal Trainer
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"Individuals in this stage of change may sporadically engage in physical activity but without any form, structure, or consistency.",Preparation,Quiz,NASM CPT,Preparation|Maintenance|Contemplation|Precontemplation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"Intentions are a good predictor of behavior, but what has been shown to help translate intentions into behavior?",Planning,Quiz,NASM CPT,Planning|Outcome expectations|Action self-efficacy|Subjective norms
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"The impact that family members, peers, or coworkers have over someone's decision to exercise describes which of the following terms?",Group influence,Quiz,NASM CPT,Group influence|Societal influence|Peer pressure|Health influence
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"The social standing of a person or group that includes education, income, and occupation describes which term?",Socioeconomic status,Quiz,NASM CPT,Socioeconomic status|Net worth|Social influence|Income status
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"What type of communication includes posture, hand gestures, proximity to others, and facial expressions?",Nonverbal communication,Quiz,NASM CPT,Nonverbal communication|Verbal communication|Reflective listening|Motivational interviewing
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"What type of listening involves making a best guess as to what the speaker means, then stating it back to the speaker?",Reflective listening,Quiz,NASM CPT,Reflective listening|Active listening|Affirming|Motivational interviewing
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"When a Certified Personal Trainer wants to enhance a client's self-efficacy by breaking down exercises or goals into easier-to-achieve tasks, what behavior change technique are they using?",Set specific tasks,Quiz,NASM CPT,Set specific tasks|Provide instructions|Experience mastery|Verbal persuasion
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"When a client indicates that she finds it difficult to complete a workout on her own, she is likely in need of which type of support?",Companionship support,Quiz,NASM CPT,Companionship support|Instrumental support|Informational support|Emotional support
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"When a client makes a plan, such as, ""When I am done with work, I will run for 30 minutes,"" what are they doing?",Forming an implementation intention,Quiz,NASM CPT,Forming an implementation intention|Self-monitoring|Creating a coping plan|Stating an outcome expectation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"When a client makes a statement that supports their current behavior, what is this called?",Sustain talk,Quiz,NASM CPT,Sustain talk|Change talk|An affirmation|A collecting summary
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"When a person is thinking about implementing change but has not yet taken any steps to get started, what stage of change are they likely in?",Contemplation,Quiz,NASM CPT,"Contemplation |Action |Precontemplation |Maintenance"
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"When it comes to barriers to exercise, which statement is correct?",Barriers to exercise are often cited by people who are sedentary or infrequently active.,Quiz,NASM CPT,"Barriers to exercise are often cited by people who are sedentary or infrequently active.|All individuals have ""lack of time"" as a barrier.|Barriers never change; therefore, individuals need to focus on motives.|It is impossible to ever fully overcome all barriers."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"When it comes to exercise, older adults find which of the following to be the most motivating?",Health and well-being,Quiz,NASM CPT,Health and well-being|Competition with others|Improved physical appearance|Being a part of a social group
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"Which leadership component refers to the leader being a great example for how to live a healthy and balanced life, which includes being optimistic, empathetic, and knowledgeable?",Leader's qualities,Quiz,NASM CPT,Leader's qualities|Leader's style|The requirements of the leader|The personality of the leader
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"Which type of professionals are qualified to counsel individuals who are diagnosed with depression, using exercise as a supplemental treatment?",Psychologist or psychiatrist,Quiz,NASM CPT,Psychologist or psychiatrist|Registered dietitian or nutritionist|Corrective exercise specialist or certified exercise physiologist|Certified Personal Trainer or certified fitness professional
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,"Without a perceived discrepancy between a client's current state and making a change, what is lacking?",Motivation,Quiz,NASM CPT,Motivation|Self-efficacy|Autonomy|Positive outcome expectation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,A Certified Personal Trainer wants to improve a client's outcome expectations for resistance training. What behavior change technique might they use?,Providing information on the health benefits,Quiz,NASM CPT,Providing information on the health benefits|Improving their confidence for their technique|Helping them make a plan|Helping make the exercises fun
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,A client wants to improve their deadlift. Which of the following is an outcome goal?,I want to deadlift 300 pounds.,Quiz,NASM CPT,I want to deadlift 300 pounds.|I want to lift 3 times per week.|I want to deadlift after work.|I want to deadlift once per week.
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,A client wants to improve their mile time. Which of the following is an outcome goal?,I want to run a 6-minute mile.,Quiz,NASM CPT,I want to run a 6-minute mile.|I want to run 3 times per week.|I want to run in the morning before work.|I want to run outside.
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,A client who has been training consistently for over a year has indicated that he wants to find more efficient ways to exercise at home. Which type of social support does he need?,Informational support,Quiz,NASM CPT,Informational support|Companionship support|Instrumental support|Emotional support
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,A client who has been training for 6 months has recently moved farther from the fitness facility. Which barrier should she be preparing to overcome?,Convenience,Quiz,NASM CPT,Convenience|Lack of social support|Lack of time|Ambivalence
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,A community could influence physical activity for its inhabitants by doing which of the following?,"Creating more green spaces, playgrounds, and walking trails",Quiz,NASM CPT,"Creating more green spaces, playgrounds, and walking trails|Allowing more permits for fitness facilities to open|Reducing the number of fast-food restaurants|Limiting the number of sports leagues that are using a community center"
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,A new client is having trouble managing her busy schedule and has cancelled her last 3 personal training sessions. What is the best option for the fitness professional?,"Help the client determine her barriers, and talk through strategies to overcome them.",Quiz,NASM CPT,"Help the client determine her barriers, and talk through strategies to overcome them.|Let the client know that cancelling sessions costs them money without providing any benefits.|Politely let the client know that you are transferring them to another trainer.|Refund the remaining sessions and actively search for a new client."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Adjusting daily priorities is a strategy to overcome which of the following barriers?,Lack of time,Quiz,NASM CPT,Lack of time|Unrealistic goals|Convenience|Ambivalence
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Ambivalent people may be reluctant to start an exercise program. What should the fitness professional focus on when helping a potential client overcome this barrier?,Probe further to determine other barriers they are experiencing and possible motives to participate.,Quiz,NASM CPT,Probe further to determine other barriers they are experiencing and possible motives to participate.|Provide information about the benefits of participating and hope they decide to participate.|Let them know you understand it is a difficult decision to participate and you will give them time to think about it.|Let them know that you will not take no for an answer because exercise is good for everyone.
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,An important aspect of an established exercise group includes which of the following?,The group feels distinct from other people.,Quiz,NASM CPT,"The group feels distinct from other people.|Once the group is formed, no other participants are allowed in.|Groups function only when all members are present.|Groups rely only on the leader for support."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,At which stage of change are self-efficacy levels generally the highest?,Maintenance,Quiz,NASM CPT,Maintenance|Precontemplation|Contemplation|Preparation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Changing leadership style based on the size of a group would be an example of which component of leadership?,Situational factors,Quiz,NASM CPT,Situational factors|Follower's qualities|Leader's qualities|Leadership styles
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Extrinsic motivation is characterized by which of the following?,Participating in an activity or behavior for some type of reward or recognition from others,Quiz,NASM CPT,Participating in an activity or behavior for some type of reward or recognition from others|Being motivated by the process of changing behaviors|A drive to be good at something|Being motivated by a fear of failure
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Having an informal role in an exercise group is demonstrated by which example?,Planning social gatherings for the group,Quiz,NASM CPT,Planning social gatherings for the group|Planning the workout for the group|Setting the time for the group to meet|Providing modifications during the workout
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Having poor body image is most likely to be associated with which of the following?,Low self-esteem,Quiz,NASM CPT,Low self-esteem|Low body mass index|Low levels of motivation|Low levels of social support
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Informational support would be provided by which example?,Teaching a client how many minutes of cardio they should be accumulating each day,Quiz,NASM CPT,Teaching a client how many minutes of cardio they should be accumulating each day|Letting a client know they are not alone in the process of losing weight|Working out alongside a client|Holding the client accountable to lifting weights 3 days per week
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Loaning some exercise bands to a client who is scheduled to go on vacation is an example of which type of social support?,Instrumental support,Quiz,NASM CPT,Instrumental support|Informational support|Companionship support|Emotional support
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Long-term exercise adherence is associated with which type of motivation?,Intrinsic motivation,Quiz,NASM CPT,Intrinsic motivation|Extrinsic motivation|Amotivation|Incentive motivation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Not having someone to exercise with would be an example of which type of barrier?,Lack of social support,Quiz,NASM CPT,Lack of social support|Lack of willpower|Lack of motivation|Lack of convenience
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Providing encouragement and being empathetic is an example of which type of social support?,Emotional support,Quiz,NASM CPT,Emotional support|Informational support|Companionship support|Instrumental support
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Research has demonstrated that moderate-intensity exercise is best for which of the following?,Providing psychological benefits,Quiz,NASM CPT,Providing psychological benefits|Winning a triathlon|Developing intrinsic motivation|Reducing burnout
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Self-esteem and body image are said to have which type of relationship?,Reciprocal,Quiz,NASM CPT,Reciprocal|Autonomous|Unequal|Independent
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Self-esteem is defined by which of the following?,"How someone evaluates their own self-worth physically, emotionally, and socially",Quiz,NASM CPT,"How someone evaluates their own self-worth physically, emotionally, and socially|How someone views their physical self or how they visualize their body|When someone is anxious about how others view their body|How someone conceptualizes their place in society"
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Social physique anxiety is best defined by which statement?,When someone feels insecure about how they think others are viewing their body,Quiz,NASM CPT,When someone feels insecure about how they think others are viewing their body|When someone has anxiety about social situations|When someone has general anxiety about physical activity|When someone has anxiety about how their physique looks in the mirror
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Social physique anxiety is more prevalent in which population?,Females,Quiz,NASM CPT,Females|Males|People with a low body mass index|People with a low body fat percentage
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Social support is best described by which statement?,The intentional things that people do to assist others to achieve a specific behavior,Quiz,NASM CPT,The intentional things that people do to assist others to achieve a specific behavior|Providing counseling sessions with clients who exhibit signs of depression|Rearranging a schedule to accommodate a client's availability|Posting on social media about the recent successes of clients
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,The field of psychology focuses on which of the following domains?,The mind and behavior,Quiz,NASM CPT,"The mind and behavior |Physiological systems |Pathology of disease |Neuromuscular adaptations "
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,The intensity and direction of someone’s effort describes which of the following?,Motivation,Quiz,NASM CPT,Motivation|Ambition|Initiative|Aspiration
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,The number of sidewalks available in a community is an example of which of the following?,The built environment,Quiz,NASM CPT,The built environment|The constructed environment|The manufactured environment|The assembled environment
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,This is a conversational technique that helps the listener express the supposed meaning of what was just heard.,Reflections,Quiz,NASM CPT,Reflections|Open-ended questions|Closed-ended questions|Active listening
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What behavior change technique is a specific plan that drives behavior by identifying cues toward action?,Implementation intention,Quiz,NASM CPT,Implementation intention|Coping plan|Self-monitoring|Guided practice
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What is a client-centric coaching style that helps enhance their desire to change by resolving ambivalence?,Motivational interviewing,Quiz,NASM CPT,Motivational interviewing|Collecting summaries|Affirming|Reflective listening
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What is the correct order of the Stages of Change?,"Precontemplation, contemplation, preparation, action, maintenance",Quiz,NASM CPT,"Precontemplation, contemplation, preparation, action, maintenance|Contemplation, precontemplation, preparation, action, maintenance|Precontemplation, action, preparation, contemplation, maintenance|Preparation, precontemplation, contemplation, action, maintenance"
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What is the practice of identifying a negative inner narrative and replacing it with positive statements?,Reverse listing,Quiz,NASM CPT,Reverse listing|Stopping|Cognitive fusion|Imagery
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What might a Certified Personal Trainer do for someone in the precontemplation stage of change?,Provide them with education and knowledge,Quiz,NASM CPT,Provide them with education and knowledge|Encourage them to make plans to exercise|Tell them to exercise with a friend|Help them identify barriers to exercise
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What stage of change is a person in if they are not planning on exercising within the next 6 months?,Precontemplation,Quiz,NASM CPT,Precontemplation|Action|Contemplation|Maintenance
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What stage of change is a person in if they are planning on exercising within the next 6 months?,Contemplation,Quiz,NASM CPT,Contemplation|Action|Maintenance|Precontemplation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What stage of change is a person in if they are planning to begin exercising soon and have taken steps toward it?,Preparation,Quiz,NASM CPT,Preparation|Action|Maintenance|Precontemplation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What stage of change is a person in if they have been exercising but for less than 6 months?,Action,Quiz,NASM CPT,Action|Contemplation|Maintenance|Precontemplation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What stage of change is a person in if they have been exercising consistently for 6 months or longer?,Maintenance,Quiz,NASM CPT,Maintenance|Action|Contemplation|Precontemplation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What term is defined as the generic modifiable factors that impact behavior?,Determinants,Quiz,NASM CPT,Determinants|Behavior change techniques|Self-efficacy|Attitudes
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What type of imagery involves focusing on exercise form?,Technique imagery,Quiz,NASM CPT,Technique imagery|Appearance imagery|Energy imagery|Cognitive fusion
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,What type of imagery occurs when a client imagines health-related outcomes?,Appearance imagery,Quiz,NASM CPT,Appearance imagery|Energy imagery|Technique imagery|Positive self-talk
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which barrier is most often cited as a top barrier among most individuals?,Lack of time,Quiz,NASM CPT,Lack of time|Lack of social support|Lack of energy|Lack of enjoyment
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which barrier to exercise is most likely to be associated with body image issues?,Social physique anxiety,Quiz,NASM CPT,Social physique anxiety|Lack of social support|Unrealistic goals|Ambivalence
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which behavior change technique allows individuals to identify external triggers that lead them to behave in certain ways?,Self-monitoring,Quiz,NASM CPT,Self-monitoring|Action planning|Enlisting social support|Coping planning
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which communication technique allows the fitness professional to show appreciation of a client's strengths?,Affirmations,Quiz,NASM CPT,Affirmations|Reflections|Collecting summaries|Transitional summaries
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following is a behavior change technique where clients list potential barriers and make plans to overcome them?,Coping responses,Quiz,NASM CPT,Coping responses|Implementation intentions|Self-monitoring|Resisting social pressure
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following is a question that may provoke resistance?,What makes you think you are not at risk?,Quiz,NASM CPT,"What makes you think you are not at risk?|What might you want to change?|If you decided to make a change, what might you do?|What might work for you?"
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following is an example of a client's intrinsic motivation for exercise?,Exercising because it is fun,Quiz,NASM CPT,Exercising because it is fun|Exercising because a doctor tells them to|Exercising because they feel guilty|Exercising because they value the health benefits
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following is an open-ended question?,What has prevented you from reaching your goals in the past?,Quiz,NASM CPT,What has prevented you from reaching your goals in the past?|What do you currently weigh?|Did you exercise this week?|Have you experienced barriers to reaching your goals?
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following is true about body image?,"Body image may not match reality, and people may view their bodies in a negative way and evaluate themselves inaccurately.",Quiz,NASM CPT,"Body image may not match reality, and people may view their bodies in a negative way and evaluate themselves inaccurately.|Body image is measured accurately based on an individual evaluating a picture of themselves.|Body image is more positive in individuals who regularly exercise in a group setting.|Body image is a very stable variable and, once established, rarely changes for an individual."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following most closely resembles a SMART goal?,I want to lose 20 pounds over the next 8 months.,Quiz,NASM CPT,I want to lose 20 pounds over the next 8 months.|I want to lose 20 pounds in the next month.|I want to lose weight.|I want to lose 20 pounds.
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following reasons for group exercise participation is described as having a schedule and being able to anticipate what the exercise experience will be like?,Consistency,Quiz,NASM CPT,Consistency|Mindlessness|Intensity|Accountability
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which of the following would be considered a process goal?,Run three times a week,Quiz,NASM CPT,"Run three times a week |Run one mile |Squat 100 pounds |Run a 10k race"
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which scenario best demonstrates companionship support?,Coordinating group events that are centered around physical activities,Quiz,NASM CPT,Coordinating group events that are centered around physical activities|Taking someone shopping to purchase attire for exercise|Making time to talk to clients about how their exercise program is going|Creating handouts for clients that cover topics about fitness and wellness
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which source of social support for exercise is the most influential for children and adolescents?,Parents,Quiz,NASM CPT,Parents|Peers|Exercise groups|The community
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which source of social support has been shown to be particularly important for older adults?,Family,Quiz,NASM CPT,Family|Exercise leader|Exercise group|The community
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which statement best demonstrates empathy?,I know that finding time to exercise is hard. I struggle to get it done sometimes as well.,Quiz,NASM CPT,"I know that finding time to exercise is hard. I struggle to get it done sometimes as well.|If you spend more time in the gym, you will reach your goals faster.|I think you will feel healthier once you finally lose some weight.|I don't understand why you think it's so hard to do 30 minutes of cardio 3 times a week."
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which subtopic of psychology deals with how the environment affects exercise behavior?,Sport and exercise psychology,Quiz,NASM CPT,Sport and exercise psychology|Health psychology|Social psychology|Developmental psychology
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which term best describes when someone has mixed feelings about exercise and can see both the pros and cons of participating?,Ambivalence,Quiz,NASM CPT,Ambivalence|Confusion|Unequivocal|Ambiguity
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which type of motivation would be characterized by a client who enjoys the process of becoming more fit?,Intrinsic motivation,Quiz,NASM CPT,Intrinsic motivation|Extrinsic motivation|Achievement motivation|Affiliation motivation
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which type of support describes the actions that a person takes to help another person engage in exercise?,Instrumental support,Quiz,NASM CPT,Instrumental support|Companionship support|Emotional support|Informational support
NASM Personal Fitness Training: Section 2 Review,Client Relations And Behavioral Coaching,Which type of support is the most common provided by a fitness professional?,Informational support,Quiz,NASM CPT,Informational support|Emotional support|Instrumental support|Companionship support
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,"During a squat, which muscle group isometrically contracts to prevent unnecessary thigh movement in the frontal plane?",Hip abductors,Quiz,NASM CPT,Hip abductors|Hip flexors|Hip extensors|Hip internal rotators
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,"If someone specifically wanted to burn a lot of fat (not necessarily total calories), what type of exercise should they do?",Low- to moderate-intensity exercise for 30 to 60 minutes,Quiz,NASM CPT,Low- to moderate-intensity exercise for 30 to 60 minutes|High-intensity exercise for less than 10 minutes|Walking for 5 minutes|High-intensity exercise for 10 to 15 minutes
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,"What is the bone type of the clavicle, radius, and ulna?",Long,Quiz,NASM CPT,Long|Irregular|Short|Flat
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,"When a gymnast balances on a beam, they are aware of their body's general orientation and the relative position of its parts. This is due to which key sensory function?",Proprioception,Quiz,NASM CPT,Proprioception|Stretch reflex|Neuroplasticity|Wolff's law
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,"When ADP is converted to ATP, what is this process called?",Phosphorylation,Quiz,NASM CPT,Phosphorylation|Oxidation|Transformation|ATP-PC
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,"You are working with a new client who recently started a low-carbohydrate diet for weight loss. However, she complains of being tired and lacking energy for her training sessions. What might be the reason for her low energy?",Inadequate carbohydrate intake,Quiz,NASM CPT,Inadequate carbohydrate intake|Inadequate protein intake|Inadequate fat intake|Excess fat intake
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,A client reports that he was recently told by his doctor that he has high blood sugar and that he should try to reduce it through dietary changes before considering medication. He asks you for advice. What would be the most appropriate course of action?,"Explain that medical nutrition therapy is outside your scope of practice, then refer him to a registered dietitian for nutrition counseling.",Quiz,NASM CPT,"Explain that medical nutrition therapy is outside your scope of practice, then refer him to a registered dietitian for nutrition counseling.|Say that you cannot help him because this is a medical issue, and tell him he needs to follow up with his doctor again.|Agree to review his diet and provide him with specific dietary guidelines on what foods to eat and what to avoid.|Give him a diabetic meal plan that you find on the internet."
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Approximately what percentage of the human body (in male and female adults) is comprised of water?,0.6,Quiz,NASM CPT,0.6|0.5|0.8|0.4
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,At what age is the adolescent brain considered to be fully developed?,25,Quiz,NASM CPT,25|30|18|22
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,How can basal metabolic rate (BMR) best be defined?,The amount of energy required to maintain the body at rest,Quiz,NASM CPT,"The amount of energy required to maintain the body at rest|An anabolic hormone produced by the liver, which is responsible for growth and development|A method to help determine an individual's heart rate|The amount of energy required to maintain the body when active"
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Omega-3 fatty acids do not include which of the following fatty acids?,Palmitic acid,Quiz,NASM CPT,Palmitic acid|Eicosapentaenoic acid (EPA)|Docosahexaenoic acid (DHA)|Alpha-linolenic acid (ALA)
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,The pathway for hormones secreted by the endocrine system may be described by which of the following?,"The gland secretes the hormone, which travels through the bloodstream to reach a target cell, where it binds to a receptor and influences a particular action.",Quiz,NASM CPT,"The gland secretes the hormone, which travels through the bloodstream to reach a target cell, where it binds to a receptor and influences a particular action.|The gland secretes the hormone, which bypasses the bloodstream and binds to a receptor on the target cell to exert a particular action.|The target cell releases the hormone, which travels through the bloodstream to the gland to exert a particular action.|The hormone is secreted by the bloodstream and travels to the gland to exert a particular effect."
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,The process of diffusion of oxygen and carbon dioxide gases in and out of the bloodstream occurs in what structure or structures?,Alveolar sacs,Quiz,NASM CPT,Alveolar sacs|Trachea|Bronchioles|Pulmonary arteries
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,The water-soluble vitamins include which vitamins?,Vitamin C and the B complex vitamins,Quiz,NASM CPT,"Vitamin C and the B complex vitamins|Vitamin C, D, and K|Vitamin C, B complex, and D|Vitamin C, B complex, and K"
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,Vitamin K supplements should be avoided by those taking which type of medication?,"Anticoagulants (e.g., warfarin)",Quiz,NASM CPT,"Anticoagulants (e.g., warfarin)|Painkillers|Inhalers|Insulin"
NASM Personal Fitness Training: Section 3 Review,Basic And Applied Sciences And Nutritional Coaching,What answer best describes the building blocks of proteins?,Essential and nonessential amino acids,Quiz,NASM CPT,Essential and nonessential amino acids|Peptide bonds|Essential amino acids only|Carbon molecules
